Timestamp,Animal,Staff,Log Type,Date,Time,Feeding Log,Did you feed all individuals? ,"If not, who did you feed?",What did you feed? (Weight per animal) [<1/4 lb],What did you feed? (Weight per animal) [1/4 lb],What did you feed? (Weight per animal) [1/2 lb],What did you feed? (Weight per animal) [3/4 lb],What did you feed? (Weight per animal) [1 lb],What did you feed? (Weight per animal) [1.25 lb],What did you feed? (Weight per animal) [1.5 lb],What did you feed? (Weight per animal) [1.75 lb],What did you feed? (Weight per animal) [2 lb],What did you feed? (Weight per animal) [5 lb],What did you feed? (Weight per animal) [10 lb],What did you feed? (Weight per animal) [15 lb],What did you feed? (Weight per animal) [20 lb],If other,Deer feed scoops,Observation Log,Observation Type,Finding,Habitat Cleaning Log,Description of cleaning,Enrichment Log,Which individuals in habitat?,Enrichment type,Enrichment type details,Time In,Time Out,Response,Notes,Medical Logs,Animal Name,Encounter Type,Injury Log,Type,Injury description,Exam Type,Animal sedated?,Vet notified?,Vet response,Did you administer medication?,Sedation Log,Sedation medication used,Which sedation kit was used?,Administration method,Dose,Time administered,Time to respond,Medication Log,Type,Dose,Administration Route,Did animal take medication?,Did you sedate?,Vet Log,Type,Vet name,Type,Location,Notes,Reminders,Reminder Date,Reminder/Note
8/18/2024 10:15,Red Fox,Miranda,Feeding/Observation,8/18/2024,9:30:00 AM,,Yes,,Fresh Vegetables,Nebraska Brand,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/2024 10:16,Red Fox,Miranda,Habitat Cleaning/Observation,8/18/2024,9:30:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,Water change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/2024 10:14,Bobcat,Miranda,Feeding/Observation,8/18/2024,9:15:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/2024 10:15,Bobcat,Miranda,Habitat Cleaning/Observation,8/18/2024,9:15:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,Water change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/2024 9:44,Red Fox,Miranda,Medical,8/18/2024,9:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamie,Acting abnormal ,,New Injury,Did not come up to me when I went into habitat to feed. He stayed in his house and did not get up. He was not interested in breakfast which was 0.25 lb of NB and 0.15 lb of cucumbers and mix vegetables. I got some treats and he finally got up but was acting strange and did not come up to me for a while. When he did take a treat he chewed it slow. ,VE,,No,,,,,,,,,,,,,,,,,,,,,,,,
8/18/2024 17:34,Wolf,Miranda,Medical,8/17/2024,7:15:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winema,Medication,,,,,,,,,,,,,,,,,"Meloxicam, Gabapentin","3.75mg mel, 300mg gab",Oral,No,,,,,,,,,,
8/18/2024 17:34,Wolf,Miranda,Medical,8/17/2024,7:15:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ela,Medication,,,,,,,,,,,,,,,,,"Meloxicam, Intercepter",3.75mg meloxicam ,Oral,No,,,,,,,,,,
8/18/2024 17:33,Red Fox,Miranda,Feeding/Observation,8/17/2024,6:30:00 PM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,DVE,".4lb nb both eating, sabra not as much as jamie, both going back and forth",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/2024 17:31,Bobcat,Miranda,Feeding/Observation,8/17/2024,6:15:00 PM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,DVE,Nsf ate all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/2024 17:32,Bobcat,Miranda,Habitat Cleaning/Observation,8/17/2024,6:15:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,Water change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/2024 17:39,Bobcat,Miranda,Enrichment/Observation,8/17/2024,4:00:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,All,Food,2 chicks each,4:00:00 PM,4:20:00 PM,5,"Looking and eating them once found, all eaten",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/2024 15:07,Wolf,Miranda,Feeding/Observation,8/17/2024,2:00:00 PM,,Yes,,,,,,Nebraska Brand,,,,"Nebraska Brand, OTHER",Nebraska Brand,,,,1 horse tail each,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/2024 10:05,Wolf,Miranda,Observation,8/17/2024,9:45:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/2024 10:04,Red Fox,Miranda,Feeding/Observation,8/17/2024,9:15:00 AM,,Yes,,Fresh Vegetables,Nebraska Brand,,,,,,,,,,,,0.25 NB and 0.15 mix vegetables ,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/2024 10:04,Red Fox,Miranda,Habitat Cleaning/Observation,8/17/2024,9:15:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,Water change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/2024 10:02,Bobcat,Miranda,Feeding/Observation,8/17/2024,9:00:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/2024 10:02,Bobcat,Miranda,Habitat Cleaning/Observation,8/17/2024,9:00:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,Water change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/2024 18:32,Red Fox,John,Feeding/Observation,8/16/2024,6:30:00 PM,,Yes,,,Nebraska Brand,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/2024 18:31,Bobcat,John,Feeding/Observation,8/16/2024,6:00:00 PM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/2024 9:46,Red Fox,John,Feeding/Observation,8/16/2024,9:40:00 AM,,Yes,,,Fresh Vegetables,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/2024 9:45,Bobcat,John,Feeding/Observation,8/16/2024,9:25:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/2024 18:22,Red Fox,John,Feeding/Observation,8/15/2024,6:00:00 PM,,Yes,,Chicken,Nebraska Brand,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/2024 18:20,Bobcat,John,Feeding/Observation,8/15/2024,5:30:00 PM,,Yes,,,,Chicken,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/2024 18:23,Wolf,John,Habitat Cleaning/Observation,8/15/2024,3:30:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,Water change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/2024 9:56,Red Fox,John,Feeding/Observation,8/15/2024,9:25:00 AM,,Yes,,Fresh Vegetables,,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/2024 9:55,Bobcat,John,Feeding/Observation,8/15/2024,9:15:00 AM,,Yes,,Nebraska Brand,,Nebraska Brand,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/2024 15:09,Bobcat,Miranda,Habitat Cleaning/Observation,8/14/2024,11:45:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,Pond cleaning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/2024 8:52,Red Fox,John,Feeding/Observation,8/14/2024,6:30:00 PM,,Yes,,Nebraska Brand,Nebraska Brand,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/2024 8:51,Bobcat,John,Feeding/Observation,8/14/2024,6:00:00 PM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/2024 15:17,Wolf,Miranda,Habitat Cleaning/Observation,8/14/2024,10:05:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,Water change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/2024 15:13,Wolf,Miranda,Medical,8/14/2024,10:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winema ,Medication,,,,,,,,,,,,,,,,,"Meloxicam, Gabapentin","3.75mg meloxicam, 300mg gabapentin ",Oral,Yes,,,,,,,,,,
8/17/2024 15:14,Wolf,Miranda,Medical,8/14/2024,10:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ela,Medication,,,,,,,,,,,,,,,,,Meloxicam,3.75mg,Oral,Yes,,,,,,,,,,
8/17/2024 15:16,Red Fox,Miranda,Feeding/Observation,8/14/2024,9:45:00 AM,,Yes,,"Nebraska Brand, Fresh Vegetables",,,,,,,,,,,,,.15lb nb and veg,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/2024 15:16,Red Fox,Miranda,Habitat Cleaning/Observation,8/14/2024,9:45:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,Water change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/2024 15:08,Bobcat,Miranda,Feeding/Observation,8/14/2024,9:30:00 AM,,Yes,,Nebraska Brand,,Nebraska Brand,,,,,,,,,,,.6lb ea,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/2024 15:08,Bobcat,Miranda,Habitat Cleaning/Observation,8/14/2024,9:30:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,Water change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2024 12:48,Bobcat,Miranda,Feeding/Observation,8/13/2024,5:35:00 PM,,Yes,,,,Nebraska Brand,,,,,,,,,,,Likec2 sm pc chicken in each,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2024 12:54,Red Fox,Miranda,Feeding/Observation,8/13/2024,5:05:00 PM,,Yes,,,,Nebraska Brand,,,,,,,,,,,.4lb nb,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2024 12:53,Red Fox,Miranda,Habitat Cleaning/Observation,8/13/2024,5:00:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,"Water change, Put universalrocks back in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2024 12:52,Red Fox,Miranda,Enrichment/Observation,8/13/2024,2:30:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,All,Training session,Ts,2:30:00 PM,2:40:00 PM,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2024 12:59,Wolf,Miranda,Habitat Cleaning/Observation,8/13/2024,12:15:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,"Water change, Waste removal, Brush removal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2024 12:55,Wolf,Miranda,Feeding/Observation,8/13/2024,12:00:00 PM,,Yes,,Chicken,,Nebraska Brand,,,,,,,,,,,,,,DVE,"Nsf, wolves not v excited abiut nb, attempted ahuli move, winema got 3 chicken legs ahuli 1. Other three a little over .5lb nb each",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2024 12:56,Wolf,Miranda,Medical,8/13/2024,12:00:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winema ,Medication,,,,,,,,,,,,,,,,,"Meloxicam, Gabapentin","3.75mg mel, 300mg gab",Oral,Yes,,,,,,,,,,
8/14/2024 12:58,Wolf,Miranda,Medical,8/13/2024,12:00:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ela,Medication,,,,,,,,,,,,,,,,,Meloxicam,3.75mg,Oral,Yes,,,,,,,,,,
8/14/2024 13:00,Wolf,Miranda,Enrichment/Observation,8/13/2024,12:00:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,All,Social ,,12:00:00 PM,,4,Running back and forth and scent marking in three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2024 12:51,Red Fox,Miranda,Habitat Cleaning/Observation,8/13/2024,10:15:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,"Water change, Waste removal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2024 12:50,Red Fox,Miranda,Feeding/Observation,8/13/2024,10:05:00 AM,,Yes,,"Nebraska Brand, Fresh Vegetables",,,,,,,,,,,,,.15lb nb each and .15 veg,,,DVE,Nsf both ate all imm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2024 12:49,Bobcat,Miranda,Enrichment/Observation,8/13/2024,9:55:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,All,Environmental ,Spray and tubs w straw,9:55:00 AM,,3,"Rubbing on lid of house where spray was, interest in bins on and off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2024 13:26,Bobcat,Miranda,Habitat Cleaning/Observation,8/13/2024,9:35:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,"Water change, Waste removal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2024 13:26,Bobcat,Miranda,Feeding/Observation,8/13/2024,9:30:00 AM,,Yes,,Nebraska Brand,,Nebraska Brand,,,,,,,,,,,.6lb nb each,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2024 12:43,Bobcat,Miranda,Feeding/Observation,8/13/2024,9:30:00 AM,,Yes,,Nebraska Brand,,Nebraska Brand,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2024 12:44,Bobcat,Miranda,Habitat Cleaning/Observation,8/13/2024,9:20:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,"Water change, Pond cleaning, Waste removal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2024 8:57,Bobcat,Miranda,Feeding/Observation,8/12/2024,6:30:00 PM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,DVE,"Possible regurge of nb on house, no smell though",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2024 9:02,Wolf,Miranda,Observation,8/12/2024,6:25:00 PM,,,,,,,,,,,,,,,,,,,,DVE,"Winema significantly putting less weight on back left hip, ran a lot earlier when gating to pen 3 and back to pen 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2024 9:09,Red Fox,Miranda,Feeding/Observation,8/12/2024,6:00:00 PM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,DVE,"Nsf ate almost all, some caching by jamie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2024 8:56,Bobcat,Miranda,Enrichment/Observation,8/12/2024,2:00:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,All,Food,"Two chicken legs, each by toy of green plastic with holes and blue orange ball",2:00:00 PM,6:30:00 PM,4,"Carter not interested in chicken, cash ate both legs. Carter did play w scented ball about 2 minutes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2024 8:57,Wolf,Miranda,Habitat Cleaning/Observation,8/12/2024,12:15:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,Water change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2024 8:58,Wolf,Miranda,Medical,8/12/2024,12:15:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winema,Medication,,,,,,,,,,,,,,,,,"Meloxicam, Gabapentin","3.75mg mel, 300mg gab",Oral,Yes,,,,,,,,,,
8/13/2024 8:59,Wolf,Miranda,Medical,8/12/2024,12:15:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ela,Medication,,,,,,,,,,,,,,,,,Meloxicam,3.75mg,Oral,Yes,,,,,,,,,,
8/13/2024 9:01,Wolf,Miranda,Feeding/Observation,8/12/2024,12:15:00 PM,,Yes,,Chicken,,Nebraska Brand,,,,,,,,,,,,,,DVE,"Nsf, feed for meds and 2 chicken legs to try and get ahuli to move to 3 with winema, he was close but didnt do it before we had to leave",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2024 9:04,Red Fox,Miranda,Habitat Cleaning/Observation,8/12/2024,11:15:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,"Water change, Removed universal rocks and coated with quickrete. Also added rocks to two holes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2024 9:05,Red Fox,Miranda,Enrichment/Observation,8/12/2024,11:15:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,All,Training session,Ts,11:15:00 AM,11:30:00 AM,3,Not as much response from sabra.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2024 8:54,Bobcat,Miranda,Medical,8/12/2024,10:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cash or carter,Observation ,,New Injury,"Potential regurge in habitat, took photos. There long enough for maggots on it, so occurred Friday evening through Monday morning.",VE,,No,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2024 9:03,Red Fox,Miranda,Feeding/Observation,8/12/2024,10:00:00 AM,,Yes,,"Nebraska Brand, Fresh Vegetables",,,,,,,,,,,,,.18 cucumber each and .15 nb each,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2024 8:52,Bobcat,Miranda,Habitat Cleaning/Observation,8/12/2024,9:45:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,"Pad cleaning, Water change, Pond cleaning, Waste removal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2024 8:52,Bobcat,Miranda,Feeding/Observation,8/12/2024,9:05:00 AM,,Yes,,Nebraska Brand,,Nebraska Brand,,,,,,,,,,,.6lb nb,,,DVE,Carter ate all and abiut.05lb that cash did not eat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/11/2024 19:21,Red Fox,John,Feeding/Observation,8/11/2024,6:30:00 PM,,Yes,,Nebraska Brand,Nebraska Brand,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/11/2024 19:20,Bobcat,John,Feeding/Observation,8/11/2024,6:00:00 PM,,Yes,,Nebraska Brand,,Chicken,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/11/2024 19:23,Wolf,John,Habitat Cleaning/Observation,8/11/2024,5:00:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,Water change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/11/2024 12:07,Wolf,John,Observation,8/11/2024,9:45:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/11/2024 12:05,Red Fox,John,Feeding/Observation,8/11/2024,9:30:00 AM,,Yes,,,Fresh Vegetables,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/11/2024 12:05,Bobcat,John,Feeding/Observation,8/11/2024,9:00:00 AM,,Yes,,Nebraska Brand,,Nebraska Brand,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/2024 18:01,Red Fox,John,Feeding/Observation,8/10/2024,6:00:00 PM,,Yes,,"Nebraska Brand, OTHER",,Nebraska Brand,,,,,,,,,,,Beef bones,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/2024 18:00,Bobcat,John,Feeding/Observation,8/10/2024,5:30:00 PM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/2024 15:40,Wolf,John,Feeding/Observation,8/10/2024,2:00:00 PM,,Yes,,,,,,Nebraska Brand,,,,"Nebraska Brand, OTHER",Nebraska Brand,,,,Bones,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/2024 9:40,Bobcat,John,Feeding/Observation,8/10/2024,9:00:00 AM,,Yes,,Nebraska Brand,,Nebraska Brand,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/2024 15:40,Red Fox,John,Feeding/Observation,8/10/2024,9:00:00 AM,,Yes,,Fresh Vegetables,,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/2024 9:40,Wolf,John,Observation,8/10/2024,8:45:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/2024 20:36,Red Fox,John,Feeding/Observation,8/9/2024,7:30:00 PM,,Yes,,,"Nebraska Brand, Whole prey",,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/2024 20:35,Bobcat,John,Feeding/Observation,8/9/2024,6:30:00 PM,,Yes,,Whole prey,,Nebraska Brand,,,,,,,,,,,,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/2024 11:21,Wolf,Miranda,Habitat Cleaning/Observation,8/9/2024,10:05:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,Water change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/2024 11:17,Wolf,Miranda,Feeding/Observation,8/9/2024,10:00:00 AM,,Yes,,"Nebraska Brand, Chicken",,,,,,,,,,,,,"Nb just to hold meds, a few pc chicken each",,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/2024 11:18,Wolf,Miranda,Medical,8/9/2024,10:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winema ,Medication,,,,,,,,,,,,,,,,,"Meloxicam, Gabapentin",3.75mg meloxicam and 300mg gab,Oral,Yes,,,,,,,,,,
8/9/2024 11:21,Wolf,Miranda,Medical,8/9/2024,10:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ela,Medication,,,,,,,,,,,,,,,,,Meloxicam,3.75mg,Oral,Yes,,,,,,,,,,
8/9/2024 11:24,Red Fox,Miranda,Feeding/Observation,8/9/2024,9:50:00 AM,,Yes,,"Chicken, Fresh Vegetables",,,,,,,,,,,,,.18 lb squash ea and 1 sm pc chicken each,,,DVE,"Nsf, sabra ate chicken and some squash jamie finished it",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/2024 11:24,Red Fox,Miranda,Habitat Cleaning/Observation,8/9/2024,9:50:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,Water change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/2024 11:14,Bobcat,Miranda,Feeding/Observation,8/9/2024,9:30:00 AM,,Yes,,,,Chicken,,,,,,,,,,,1 thigh each,,,DVE,Cash ate his,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/2024 11:15,Bobcat,Miranda,Habitat Cleaning/Observation,8/9/2024,9:30:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,Water change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/2024 11:13,Bobcat,Miranda,Feeding/Observation,8/8/2024,6:00:00 PM,,No,Carter,,,Nebraska Brand,,,,,,,,,,,,,,DVE,Did not see cash eat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/2024 11:12,Bobcat,Miranda,Feeding/Observation,8/8/2024,9:45:00 AM,,Yes,,Nebraska Brand,,Nebraska Brand,,,,,,,,,,,.6lb nb,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/2024 11:13,Bobcat,Miranda,Habitat Cleaning/Observation,8/8/2024,9:45:00 AM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,"Pad cleaning, Water change, Pond cleaning, Waste removal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/8/2024 7:50,Bobcat,Miranda,Enrichment/Observation,8/7/2024,6:00:00 PM,,,,,,,,,,,,,,,,,,,,DVE,NSF,,,,All,Bones and new dirt pile,,6:00:00 PM,,4,"Cash went to bones first, carter rolling in the dirt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/8/2024 7:51,Bobcat,Miranda,Feeding/Observation,8/7/2024,6:00:00 PM,,No,Cash ,OTHER,,Nebraska Brand,,,,,,,,,,,Small horse bones,,,DVE,Carter went to roll in dirt vs eat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/2024 11:12,Red Fox,Miranda,Feeding/Observation,8/7/2024,5:50:00 PM,,Yes,,,,Nebraska Brand,,,,,,,,,,,.4lb nb each,,,DVE,NSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/8/2024 7:49,Bobcat,Miranda,Habitat Cleaning/Observation,8/7/2024,10:00:00 AM,,,,,,,,,,,,,,,,,,,,DVE,"Dug out curtain iver culfvert replaced with new chain link. Took all day, bobcats kept separately,no observed pacing ",,Fence maintenance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
