Timestamp,Animal,Staff,Log Type,Date,Time,Feeding Log,Did you feed all individuals? ,"If not, who did you feed?",What did you feed? (Weight per animal) [<0.15 lb],What did you feed? (Weight per animal) [0.25 lb],What did you feed? (Weight per animal) [0.5 lb],What did you feed? (Weight per animal) [0.75 lb],What did you feed? (Weight per animal) [1 lb],What did you feed? (Weight per animal) [1.25 lb],What did you feed? (Weight per animal) [1.5 lb],What did you feed? (Weight per animal) [1.75 lb],What did you feed? (Weight per animal) [2 lb],What did you feed? (Weight per animal) [5 lb],What did you feed? (Weight per animal) [10 lb],What did you feed? (Weight per animal) [15 lb],What did you feed? (Weight per animal) [20 lb],Additional weight information,Extra Food Info,If other,Amount_fed,Food_type,Deer feed scoops,Observation Type,Finding
7/5/2024 20:19,Red Fox,Miranda,Feeding/Observation,7/5/2024,6:00:00 PM,,No,Jamie,"Nebraska Brand, Fresh Vegetables",Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,Sabra only cached while i was there
7/5/2024 17:43,Wolf,Miranda,Feeding/Observation,7/5/2024,4:40:00 PM,,Yes,,,,,,Nebraska Brand,,,,,,,,,,,,,,,DVE,NSF
7/5/2024 17:40,Bobcat,Miranda,Feeding/Observation,7/5/2024,9:30:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,Cash ate abiut 75 %,,,,DVE,NSF
7/4/2024 18:55,Red Fox,John,Feeding/Observation,7/4/2024,6:55:00 PM,,Yes,,"Chicken, Fresh Vegetables",Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,NSF
7/4/2024 18:49,Bobcat,John,Feeding/Observation,7/4/2024,6:45:00 PM,,Yes,,Chicken,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
7/4/2024 15:11,Red Fox,John,Feeding/Observation,7/4/2024,11:30:00 AM,,Yes,,"Fresh Fruit, Fresh Vegetables, OTHER",,,,,,,,,,,,,,,Cheese,,,,DVE,NSF
7/4/2024 15:10,Bobcat,John,Feeding/Observation,7/4/2024,11:00:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
7/4/2024 15:09,Red Fox,John,Feeding/Observation,7/3/2024,4:20:00 PM,,Yes,,Fresh Vegetables,Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,NSF
7/4/2024 15:09,Bobcat,John,Feeding/Observation,7/3/2024,4:00:00 PM,,Yes,,Chicken,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
7/3/2024 14:42,Wolf,John,Feeding/Observation,7/3/2024,2:00:00 PM,,Yes,,,,,,"Nebraska Brand, Chicken",,,,Nebraska Brand,Nebraska Brand,,,,,,,,,,DVE,NSF
7/3/2024 13:48,Bobcat,John,Feeding/Observation,7/3/2024,11:55:00 AM,,Yes,,Nebraska Brand,Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,NSF
7/3/2024 11:53,Red Fox,John,Feeding/Observation,7/2/2024,4:30:00 PM,,Yes,,"Fresh Vegetables, Mazuri Omnivore",Fish,,,,,,,,,,,,,,,,,,DVE,NSF
7/3/2024 11:53,Bobcat,John,Feeding/Observation,7/2/2024,4:00:00 PM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
7/3/2024 11:52,Bobcat,John,Feeding/Observation,7/2/2024,9:20:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
7/1/2024 18:21,Red Fox,John,Feeding/Observation,7/1/2024,6:20:00 PM,,Yes,,"Nebraska Brand, Chicken, Fresh Vegetables",,,,,,,,,,,,,,,,,,,DVE,NSF
7/1/2024 18:20,Bobcat,John,Feeding/Observation,7/1/2024,6:00:00 PM,,Yes,,Chicken,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
7/1/2024 10:59,Red Fox,Tyler,Feeding/Observation,7/1/2024,9:45:00 AM,,Yes,,,Nebraska Brand,,,,,,,,,,,,,,Jamie .4 NB sabra .25 NB,,,,DVE,NSF
7/1/2024 10:57,Bobcat,Tyler,Feeding/Observation,7/1/2024,9:30:00 AM,,Yes,,,Nebraska Brand,,,,,,,,,,,,,,Jamie .4 lb NB sabra. 25,,,,DVE,NSF
7/1/2024 10:58,Bobcat,Tyler,Feeding/Observation,7/1/2024,9:30:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
6/30/2024 16:24,Red Fox,John,Feeding/Observation,6/30/2024,4:25:00 PM,,Yes,,Fresh Vegetables,Chicken,,,,,,,,,,,,,,,,,,DVE,NSF
6/30/2024 16:21,Bobcat,John,Feeding/Observation,6/30/2024,4:20:00 PM,,Yes,,,Nebraska Brand,,Chicken,,,,,,,,,,,,,,,,DVE,NSF
6/30/2024 9:20,Red Fox,John,Feeding/Observation,6/30/2024,9:20:00 AM,,Yes,,Nebraska Brand,Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,NSF
6/30/2024 9:08,Bobcat,John,Feeding/Observation,6/30/2024,8:45:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
6/30/2024 8:26,Red Fox,John,Feeding/Observation,6/29/2024,4:45:00 PM,,Yes,,"Chicken, Fresh Vegetables",Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,NSF
6/30/2024 8:24,Bobcat,John,Feeding/Observation,6/29/2024,4:30:00 PM,,Yes,,,,Chicken,,,,,,,,,,,,,,,,,DVE,NSF
6/29/2024 14:51,Wolf,John,Feeding/Observation,6/29/2024,2:00:00 PM,,Yes,,,,,,OTHER,,Nebraska Brand,,Nebraska Brand,Nebraska Brand,,,,,,Horse meat and bone,,,,DVE,NSF
6/29/2024 14:49,Red Fox,John,Feeding/Observation,6/29/2024,9:20:00 AM,,Yes,,Chicken,Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,NSF
6/29/2024 14:48,Bobcat,John,Feeding/Observation,6/29/2024,9:00:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
6/29/2024 7:53,Red Fox,Miranda,Feeding/Observation,6/28/2024,6:45:00 PM,,Yes,,"Nebraska Brand, Chicken, Whole prey, Fresh Vegetables",,,,,,,,,,,,,,,,,,,DVE,Sabra caching Jamie ate most rodents
6/29/2024 7:55,Bobcat,Miranda,Feeding/Observation,6/28/2024,6:30:00 PM,,Yes,,Whole prey,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
6/29/2024 7:58,Wolf,Miranda,Feeding/Observation,6/28/2024,3:55:00 PM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
6/29/2024 7:54,Bobcat,Miranda,Feeding/Observation,6/28/2024,9:15:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
6/29/2024 7:51,Red Fox,Miranda,Feeding/Observation,6/28/2024,8:30:00 AM,,Yes,,Nebraska Brand,Nebraska Brand,,,,,,,,,,,,,,.4 Jamie .2 Sabra ,,,,DVE,NSF
6/24/2024 9:54,Red Fox,John,Feeding/Observation,6/24/2024,9:45:00 AM,,Yes,,"Nebraska Brand, Fresh Vegetables, OTHER",,,,,,,,,,,,,,,Horse meat,,,,DVE,NSF
6/24/2024 9:31,Bobcat,John,Feeding/Observation,6/24/2024,9:20:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
6/23/2024 9:26,Red Fox,John,Feeding/Observation,6/23/2024,9:24:00 AM,,Yes,,Nebraska Brand,Nebraska Brand,,,,,,,,,,,,,,Jamie .25 sabra .15,,,,DVE,NSF
6/23/2024 9:25,Bobcat,John,Feeding/Observation,6/23/2024,9:00:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
6/22/2024 14:20,Wolf,John,Feeding/Observation,6/22/2024,2:00:00 PM,,Yes,,,Nebraska Brand,,Nebraska Brand,Nebraska Brand,,,,"Nebraska Brand, OTHER",Nebraska Brand,,,,,,Shanks,,,,DVE,NSF
6/22/2024 9:33,Bobcat,John,Feeding/Observation,6/22/2024,9:00:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
6/21/2024 19:15,Red Fox,Miranda,Feeding/Observation,6/21/2024,6:35:00 PM,,Yes,,Nebraska Brand,Nebraska Brand,,,,,,,,,,,,,,.4lb nb,,,,DVE,"Nsf, jamie ate all right away, sabra half then caching"
6/21/2024 19:14,Bobcat,Miranda,Feeding/Observation,6/21/2024,6:20:00 PM,,Yes,,Chicken,,Nebraska Brand,,,,,,,,,,,,,.6lb nb and 1 chicken foot each,,,,DVE,"Both ate chicken foot, ignored nb [really hot evening] will chec tom am"
6/21/2024 19:12,Wolf,Miranda,Feeding/Observation,6/21/2024,3:00:00 PM,,Yes,,,,,,Nebraska Brand,,,,,,,,,,,,,,,DVE,NSF
6/21/2024 10:06,Red Fox,John,Feeding/Observation,6/21/2024,10:00:00 AM,,Yes,,"Fresh Vegetables, OTHER",,,,,,,,,,,,,,,Cheese,,,,DVE,NSF
6/21/2024 9:43,Bobcat,John,Feeding/Observation,6/21/2024,9:30:00 AM,,Yes,,"Nebraska Brand, Chicken",Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,NSF
6/20/2024 17:28,Bobcat,Miranda,Feeding/Observation,6/20/2024,5:20:00 PM,,Yes,,,"Nebraska Brand, Chicken",,,,,,,,,,,,,,,,,,DVE,NSF
6/20/2024 17:30,Red Fox,Miranda,Feeding/Observation,6/20/2024,3:30:00 PM,,Yes,,"Nebraska Brand, Chicken",Nebraska Brand,,,,,,,,,,,,,,.25 nd lb each. ,,,,DVE,NSF
6/20/2024 17:26,Bobcat,Miranda,Feeding/Observation,6/20/2024,4:45:00 AM,,No,Carter did eat some,Chicken,Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,"Nsf, last of medicine mix with Nebraska brand and chicken cash ref carter ate about half. More food on exhibit they did not pay attention to"
6/19/2024 18:22,Bobcat,Miranda,Feeding/Observation,6/19/2024,5:50:00 PM,,Yes,,"Nebraska Brand, Chicken",,,,,,,,,,,,,,,,,,,DVE,"Nsf, tried to give both intercepter. Jamie kept sorting his out of the chicken nb mix. Put into chicken, the sabra stole it and ate it, did not see pill by it. She cached the other nb balls with intercepter"
6/19/2024 18:15,Bobcat,Miranda,Feeding/Observation,6/19/2024,5:30:00 PM,,Yes,,Nebraska Brand,,Chicken,,,,,,,,,,,,,,,,,DVE,"Nsf, ground half of dose to .2lb nb and mixed w chicken bits, both ate all, rf w more chicken and nb"
6/19/2024 18:24,Red Fox,Miranda,Feeding/Observation,6/19/2024,5:15:00 PM,,Yes,,"Nebraska Brand, Chicken",,,,,,,,,,,,,,,,,,,DVE,"Nsf less food for meds jamie ate nb but spat pills, sabra cached her pill balls but ate jamie chicken w meds"
6/19/2024 18:16,Wolf,Miranda,Feeding/Observation,6/19/2024,2:00:00 PM,,Yes,,,Chicken,,,,,,,Nebraska Brand,Nebraska Brand,,,,,,,,,,DVE,Nsf ate all right away
6/19/2024 18:18,Wolf,Miranda,Feeding/Observation,6/19/2024,10:45:00 AM,,Yes,,,,,,Nebraska Brand,,,,,,,,,,,,,,,DVE,NSF
6/19/2024 10:07,Bobcat,Miranda,Feeding/Observation,6/19/2024,10:00:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,"Carter and cash into same side, carter took a small chunk then came over to other side food dish"
6/18/2024 18:19,Red Fox,Miranda,Feeding/Observation,6/18/2024,5:35:00 PM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,.4 lb nb each,,,,DVE,"Jamie ate all, sabra ate some and cached the rest"
6/18/2024 18:18,Bobcat,Miranda,Feeding/Observation,6/18/2024,4:50:00 PM,,Yes,,,,Chicken,,,,,,,,,,,,,.45 in one chicken thigh each,,,,DVE,NSF
6/18/2024 18:21,Wolf,Miranda,Feeding/Observation,6/18/2024,12:40:00 PM,,Yes,,,,,,Nebraska Brand,,,,,,,,,,,,,,,DVE,"1lb each for training, ahuli may not have gotten all, some on grou d he ignored at first, did go back to them after i was leaving "
6/18/2024 10:34,Bobcat,Miranda,Feeding/Observation,6/18/2024,9:35:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
6/18/2024 10:32,Wolf,Miranda,Feeding/Observation,6/17/2024,7:15:00 PM,,No,Winema and ahuli,Chicken,Nebraska Brand,,,,,,,,,,,,,,"1 chicken foor for ahuki, .25lb nb for winema",,,,DVE,"Ahuli walked with me and winema to gate but left when i started opening it to pen 3. Both left, winema came back on 3rd name rec. PRF for gating over, ahuli came as close as about 4 feet from gate, rf with one chicken foot, al, done gate left open"
6/18/2024 10:27,Bobcat,Miranda,Feeding/Observation,6/17/2024,6:00:00 PM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,"Carter ate about half of his, all gone by 8pm but after together "
6/18/2024 10:25,Red Fox,Miranda,Feeding/Observation,6/17/2024,4:30:00 PM,,Yes,,"Nebraska Brand, Chicken",Nebraska Brand,,,,,,,,,,,,,,.35lb nb each and 1 chicken foot each,,,,DVE,NSF
6/18/2024 10:29,Wolf,Miranda,Feeding/Observation,6/17/2024,4:15:00 PM,,No,All but ahuli,,,,,Nebraska Brand,,,,,,,,,,,,,,,DVE,"Closed pen 3, ahuli wanted nothing to do with john and i, first time the 2 of us together, winema mds. Training with the three to only eat from the trainer they start with. Learning quick."
6/17/2024 10:42,Bobcat,Miranda,Feeding/Observation,6/17/2024,9:40:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
6/16/2024 16:54,Red Fox,John,Feeding/Observation,6/16/2024,4:45:00 PM,,Yes,,"Fresh Vegetables, Mazuri Omnivore",Fish,,,,,,,,,,,,,,,,,,DVE,NSF
6/16/2024 16:53,Bobcat,John,Feeding/Observation,6/16/2024,4:30:00 PM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
6/16/2024 10:23,Bobcat,John,Feeding/Observation,6/16/2024,9:30:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
6/15/2024 16:11,Bobcat,Tyler,Feeding/Observation,6/15/2024,4:00:00 PM,,Yes,,,"Nebraska Brand, Chicken",,,,,,,,,,,,,,,,,,DVE,NSF
6/15/2024 16:11,Red Fox,Tyler,Feeding/Observation,6/15/2024,3:00:00 PM,,Yes,,Fresh Vegetables,"Nebraska Brand, Chicken",,,,,,,,,,,,,,,,,,DVE,NSF
6/15/2024 14:19,Wolf,Tyler,Feeding/Observation,6/15/2024,2:00:00 PM,,Yes,,,,,,,,,,,Nebraska Brand,,,,,,,,,,DVE,NSF
6/15/2024 9:32,Bobcat,Tyler,Feeding/Observation,6/15/2024,9:20:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
6/14/2024 19:03,Bobcat,Miranda,Feeding/Observation,6/14/2024,6:00:00 PM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,"Carter did not want to go behind cash out of habitat to get dish on other side,fed him thriugh fence"
6/14/2024 19:05,Red Fox,Miranda,Feeding/Observation,6/14/2024,4:45:00 PM,,Yes,,"Whole prey, Fresh Vegetables",,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
6/14/2024 14:14,Wolf,Miranda,Feeding/Observation,6/14/2024,11:00:00 AM,,Yes,,,Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,NSF
6/14/2024 14:12,Bobcat,Miranda,Feeding/Observation,6/14/2024,10:00:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,Both ate all
6/13/2024 9:52,Bobcat,John,Feeding/Observation,6/13/2024,9:25:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
6/12/2024 16:01,Wolf,John,Feeding/Observation,6/12/2024,2:00:00 PM,,Yes,,,,,,Nebraska Brand,,,,"Nebraska Brand, OTHER",Nebraska Brand,,,,,,Horse bones,,,,DVE,NSF
6/12/2024 10:09,Bobcat,John,Feeding/Observation,6/12/2024,10:00:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
6/12/2024 9:38,Red Fox,John,Feeding/Observation,6/12/2024,9:25:00 AM,,Yes,,,Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,NSF
6/11/2024 13:25,Red Fox,Miranda,Feeding/Observation,6/11/2024,10:00:00 AM,,No,Jamie,,Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,Jamie ate half then cached the rest sabra no shown interest
6/11/2024 13:24,Bobcat,Miranda,Feeding/Observation,6/11/2024,9:35:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
6/10/2024 14:22,Bobcat,John,Feeding/Observation,6/10/2024,9:30:00 AM,,Yes,,Nebraska Brand,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
6/9/2024 19:10,Red Fox,John,Feeding/Observation,6/9/2024,6:45:00 PM,,Yes,,Chicken,Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,NSF
6/9/2024 19:07,Bobcat,John,Feeding/Observation,6/9/2024,6:30:00 PM,,Yes,,Chicken,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
6/9/2024 10:47,Bobcat,Miranda,Feeding/Observation,6/9/2024,9:35:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,"Nsf, about.05lb not finished"
6/8/2024 20:20,Red Fox,John,Feeding/Observation,6/8/2024,7:00:00 PM,,Yes,,"Fresh Vegetables, Mazuri Omnivore, OTHER",Fish,,,,,,,,,,,,,,½hard boiled egg each,,,,DVE,NSF
6/9/2024 10:44,Bobcat,Miranda,Feeding/Observation,6/8/2024,4:00:00 PM,,Yes,,,Chicken,Chicken,,,,,,,,,,,,,"Cash got .8lb, carter .6lb",,,,DVE,Cash got both tossed carter one
6/9/2024 10:45,Red Fox,Miranda,Feeding/Observation,6/8/2024,11:00:00 AM,,No,Neither,,Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,Both cached all/ no active eating when i was there. Will not give am feed tom
6/9/2024 10:42,Bobcat,Miranda,Feeding/Observation,6/8/2024,9:30:00 AM,,Yes,,Nebraska Brand,,Nebraska Brand,,,,,,,,,,,,,.6lb nb,,,,DVE,Nsf ate separately both ate all
6/7/2024 20:34,Red Fox,John,Feeding/Observation,6/7/2024,8:00:00 PM,,Yes,,Fresh Vegetables,Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,NSF
6/7/2024 20:34,Bobcat,John,Feeding/Observation,6/7/2024,7:30:00 PM,,Yes,,"Nebraska Brand, OTHER",,Nebraska Brand,,,,,,,,,,,,,Boiled egg,,,,DVE,NSF
6/7/2024 11:31,Wolf,Miranda,Feeding/Observation,6/7/2024,9:50:00 AM,,Yes,,,Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,"Nsf fed for meds, had laura feed too, showed her current training"
6/7/2024 11:37,Red Fox,Miranda,Feeding/Observation,6/7/2024,9:45:00 AM,,No,Jamie,,Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,"Sabra ignored, jamie ate a few bites"
6/7/2024 11:29,Bobcat,Miranda,Feeding/Observation,6/7/2024,9:15:00 AM,,Yes,,Nebraska Brand,,Nebraska Brand,,,,,,,,,,,,,.6lb nb each,,,,DVE,Nsf separated both ate all
6/7/2024 11:25,Bobcat,Miranda,Feeding/Observation,6/6/2024,6:00:00 PM,,Yes,,OTHER,,Nebraska Brand,,,,,,,,,,,,,1 egg each,,,,DVE,Nsf same sidd both ate all
6/7/2024 11:28,Red Fox,Miranda,Feeding/Observation,6/6/2024,5:30:00 PM,,Yes,,Fresh Vegetables,Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,NSF
6/7/2024 11:26,Wolf,Miranda,Feeding/Observation,6/6/2024,4:55:00 PM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,"Fed for meds, bodaway stealing from ela"
6/6/2024 14:26,Red Fox,Miranda,Feeding/Observation,6/6/2024,9:55:00 AM,,Yes,,,Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,NSF
6/6/2024 14:26,Bobcat,Miranda,Feeding/Observation,6/6/2024,9:45:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,"Nsf bith started eating right away, both same side for cleaning"
6/3/2024 10:40,Red Fox,John,Feeding/Observation,6/3/2024,10:20:00 AM,,Yes,,,Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,NSF
6/3/2024 10:40,Bobcat,John,Feeding/Observation,6/3/2024,9:45:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
6/2/2024 16:51,Red Fox,John,Feeding/Observation,6/2/2024,4:45:00 PM,,Yes,,Fresh Vegetables,Chicken,,,,,,,,,,,,,,,,,,DVE,NSF
6/2/2024 16:50,Bobcat,John,Feeding/Observation,6/2/2024,4:30:00 PM,,Yes,,Chicken,,Chicken,,,,,,,,,,,,,,,,,DVE,NSF
6/2/2024 10:39,Red Fox,John,Feeding/Observation,6/2/2024,9:30:00 AM,,Yes,,Fresh Vegetables,Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,NSF
6/2/2024 10:38,Bobcat,John,Feeding/Observation,6/2/2024,9:20:00 AM,,Yes,,Nebraska Brand,Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,NSF
6/1/2024 19:57,Red Fox,Laura,Feeding/Observation,6/1/2024,7:30:00 PM,,Yes,,OTHER,Nebraska Brand,,,,,,,,,,,,,,1 hard boiled egg,,,,DVE,Neither ate NB nor egg. Both cached it for later.
6/1/2024 20:00,Bobcat,Laura,Feeding/Observation,6/1/2024,6:15:00 PM,,Yes,,OTHER,,Nebraska Brand,,,,,,,,,,,,,Hard boiled egg,,,,DVE,"Both cats ate egg, but neither ate any NB"
6/1/2024 14:54,Wolf,John,Feeding/Observation,6/1/2024,2:00:00 PM,,Yes,,,,,,Nebraska Brand,,,,"Nebraska Brand, OTHER",Nebraska Brand,,,,,,Bones,,,,DVE,NSF
6/3/2024 13:45,Wolf,John,Feeding/Observation,6/1/2024,2:00:00 PM,,Yes,,,,,,Nebraska Brand,,,,"Nebraska Brand, OTHER",Nebraska Brand,,,,,,Large horse bones,,,,DVE,NSF
6/1/2024 11:30,Red Fox,John,Feeding/Observation,6/1/2024,11:10:00 AM,,Yes,,Fresh Vegetables,Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,NSF
6/1/2024 9:41,Bobcat,John,Feeding/Observation,6/1/2024,9:20:00 AM,,Yes,,Nebraska Brand,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
6/1/2024 8:14,Wolf,Miranda,Feeding/Observation,5/31/2024,7:30:00 PM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,"This is two feedings, .25lb nb each wolf each feed. Had to come out twice because Broadway got Ela’s first dose, she took it the second time. Winema got hers first feed. "
6/1/2024 8:12,Bobcat,Miranda,Feeding/Observation,5/31/2024,6:00:00 PM,,Yes,,,Chicken,Chicken,,,,,,,,,,,,,.6-.75lb Cornish hen each ,,,,DVE,Cash had been refusing n.b. last few feeds with the ongoing construction. He finished entire diet by 7:10pm when went up to check.
5/31/2024 11:52,Red Fox,John,Feeding/Observation,5/31/2024,11:30:00 AM,,Yes,,,Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,NSF
5/31/2024 11:25,Bobcat,John,Feeding/Observation,5/31/2024,10:50:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,Cash had no interest in food. Was showing signs of stress due to blowers and chainsaw in the area
5/29/2024 10:46,Bobcat,Miranda,Feeding/Observation,5/29/2024,10:35:00 AM,,Yes,,Nebraska Brand,,Nebraska Brand,,,,,,,,,,,,,.6lb nb each,,,,DVE,Didnt finish all of yesterday pm diet about .15lb nb leftover
5/28/2024 17:58,Wolf,Miranda,Feeding/Observation,5/28/2024,5:30:00 PM,,Yes,,,Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,NSF
5/28/2024 17:48,Bobcat,Miranda,Feeding/Observation,5/28/2024,5:00:00 PM,,Yes,,,,,,,,,,,,,,,,,0.60 lb Nebraska brand,,,,DVE,NSF
5/28/2024 17:58,Red Fox,Miranda,Feeding/Observation,5/28/2024,11:00:00 AM,,Yes,,,Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,NSF
5/28/2024 17:57,Wolf,Miranda,Feeding/Observation,5/28/2024,9:45:00 AM,,Yes,,,Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,"Fed boys with one person, Ela separate, did well "
5/27/2024 19:35,Red Fox,John,Feeding/Observation,5/27/2024,6:35:00 PM,,Yes,,Mazuri Omnivore,Fish,,,,,,,,,,,,,,,,,,DVE,NSF
5/27/2024 18:22,Bobcat,John,Feeding/Observation,5/27/2024,6:15:00 PM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
5/27/2024 14:09,Red Fox,Miranda,Feeding/Observation,5/27/2024,10:45:00 AM,,Yes,,Fresh Vegetables,Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,NSF
5/27/2024 14:08,Bobcat,Miranda,Feeding/Observation,5/27/2024,9:20:00 AM,,Yes,,Nebraska Brand,,Nebraska Brand,,,,,,,,,,,,,.6 lb NB each,,,,DVE,NSF
5/26/2024 9:55,Red Fox,John,Feeding/Observation,5/26/2024,9:45:00 AM,,Yes,,,Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,NSF
5/26/2024 9:33,Bobcat,John,Feeding/Observation,5/26/2024,9:25:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
5/25/2024 9:09,Bobcat,Tyler,Feeding/Observation,5/25/2024,9:00:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
5/24/2024 17:39,Bobcat,John,Feeding/Observation,5/24/2024,5:25:00 PM,,Yes,,,Whole prey,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
5/24/2024 17:37,Red Fox,John,Feeding/Observation,5/24/2024,5:00:00 PM,,Yes,,"Whole prey, Fresh Vegetables",Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,NSF
5/24/2024 13:02,Bobcat,Miranda,Feeding/Observation,5/24/2024,10:30:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
5/23/2024 15:16,Red Fox,John,Feeding/Observation,5/23/2024,3:15:00 PM,,Yes,,Fresh Vegetables,Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,NSF
5/23/2024 11:04,Red Fox,John,Feeding/Observation,5/23/2024,9:45:00 AM,,Yes,,"Nebraska Brand, Chicken",,,,,,,,,,,,,,,,,,,DVE,NSF
5/23/2024 9:27,Bobcat,John,Feeding/Observation,5/23/2024,9:20:00 AM,,Yes,,,,Nebraska Brand,,,,,,,,,,,,,,,,,DVE,NSF
5/22/2024 18:32,Bobcat,Miranda,Feeding/Observation,5/22/2024,6:30:00 PM,,Yes,,Chicken,,Nebraska Brand,,,,,,,,,,,,,2 chicken feet each,,,,DVE,"Both eating chicken feet, did not see them eating nb yet when i left"
5/22/2024 17:32,Wolf,Miranda,Feeding/Observation,5/22/2024,4:45:00 PM,,No,All but ahuli,Nebraska Brand,,,,,,,,,,,,,,,,,,,DVE,NSF
5/22/2024 17:29,Red Fox,Miranda,Feeding/Observation,5/22/2024,4:30:00 PM,,Yes,,Fresh Vegetables,Nebraska Brand,,,,,,,,,,,,,,,,,,DVE,"Both eating, sabra alsosome caching"
